storeNo,seller_userName,password
277,55033973,507192
278,90096435,305973
279,73167757,924354
280,43452744,344848
281,77498005,507874
282,39806625,912189
283,62664019,921866
284,71868941,824080
285,50143306,159132
286,90348472,570455
287,79879193,529301
288,44628404,546692
289,56176879,476976
290,40579770,492196
291,66773285,155784
292,33925877,826485
293,12374585,175099
294,39676313,764826
295,66526099,698323
296,22857107,176301
297,86446992,882145
298,71778718,375249
299,83599574,361069
300,61775073,727275
301,94591496,942696
302,85393817,803515
303,63838170,838482
304,39795140,808651
305,77033028,344349
306,22832959,829160
307,13524166,205261
308,32071895,596520
309,67105809,310566
310,61624126,581815
311,63544224,239297
312,62444761,530896
313,40056877,689891
314,67952769,652291
315,18389853,174262
316,51116985,609230
317,94562320,969744
318,84650613,341635
319,24253798,817043
320,19746124,691767
321,15512844,420679
322,96495001,382931
323,70154622,440412
324,31843419,375763
325,59635556,923711
326,27669722,183814
327,98026291,907251
328,92352025,261845
329,69102582,234556
330,15333647,420462
331,45244941,244753
332,45114979,803587
333,16589150,887394
334,19574770,535850
335,40955876,574874
336,33088073,103554
337,21669499,623899
338,43994805,415285
339,35464683,126082
340,89914753,721534
341,41029507,615660
342,84621886,659020
343,31097896,737120
344,55573758,474600
345,28789142,555534
346,56368859,429310
347,25343369,933437
348,38069075,661388
349,12932153,104506
350,78095867,422241
351,33549831,213669
352,92899620,851933
353,90907364,837510
354,82055501,470384
355,23360880,286846
356,65624257,823599
357,32126527,957359
358,48272134,572078
359,93689956,721584
360,65943961,687507
361,54410965,520812
362,99633922,938029
363,21199709,177569
364,21142654,776405
365,78244043,476648
366,95626725,582056
367,77843613,554982
368,33141924,528599
369,10679331,179133
370,40466363,274543
371,53595300,779693
372,46631245,854137
373,85259258,829970
374,23524128,926550
375,59397031,828684
376,73632101,157407
377,94701595,532586
378,96896124,764932
379,59079750,156018
380,61550681,285274
381,94581167,652710
382,94625960,400106
383,36654415,787672
384,34809528,956223
385,87663061,216947
386,57639118,469787
387,33557709,824388
388,56847917,245145
389,41837181,268752
390,92923365,305469
391,78050364,359124
392,16357706,346911
393,64529873,663882
394,58999506,411466
395,54664676,215668
396,92013593,100427
397,90069586,780052
398,88689826,390530
399,94005962,388265
400,56159200,304694
401,67764503,964729
402,52253824,306642
403,91119829,321633
404,92837098,489794
405,28040959,851790
406,44906434,426408
407,26858008,476613
408,67621600,199628
409,90604443,149641
410,98154965,819173
411,10462680,937739
412,30263700,415738
413,26537360,635956
414,72183084,588179
415,23291436,938660
416,33319018,186192
417,69105116,780861
418,63314144,336647
419,83349242,856923
420,68872057,446401
421,99470439,806116
422,17222563,263994
423,76080072,599564
424,59881579,246926
425,94074679,340032
426,68552497,833808
427,89555248,999265
428,35863546,152893
429,32840999,476196
430,96311992,110597
431,38307375,741189
432,74996217,469468
433,10835913,665093
434,83777469,195361
435,98452699,797359
436,75793579,366492
437,81793826,828965
438,40162933,503788
439,72763627,266847
440,76650081,905707
441,14291199,805847
442,26392165,113445
443,83250522,541606
444,89541053,240840
445,91238755,271150
446,33428360,406760
447,80120160,637777
448,10947805,776488
449,16201779,795164
450,97769815,891672
451,92281765,458225
452,85081960,957615
453,23752578,907236
454,31928652,250908
455,26901272,506346
456,38070509,377063
457,75184936,495416
458,59637213,720551
459,77226547,385979
460,50772023,353808
461,60914112,547088
462,86854576,418963
463,87692525,521264
464,15038598,686126
465,25209011,584613
466,92494996,864246
467,44332898,981506
468,20329603,181169
469,61335712,714601
470,26054799,549976
471,12505966,555380
472,38431519,190781
473,58095402,747188
474,53255705,994878
475,42609397,571006
476,98647600,199592
477,65258990,936951
478,29428411,984564
479,98172613,443257
480,70472628,888000
481,96719711,895777
482,26370387,375937
483,30191977,512870
484,22354942,435531
485,82412074,957721
486,34361563,361163
487,89987699,754240
488,60128005,630936
489,61215038,102252
490,11835569,504623
491,42774836,350814
492,66647613,489844
493,16781696,826739
494,82515188,794072
495,62665444,965866
496,54502027,919436
497,96680307,845886
498,86279800,789369
499,96812561,840165
500,27455976,172971
501,63017671,600736
502,18106863,236482
503,58061940,405445
504,98922996,960609
505,40818897,640160
506,47690293,239488
507,23187795,847722
508,24917703,138254
509,59089765,188927
510,66594207,435378
511,69672784,552095
512,12488886,685158
513,77664222,494774
514,13799490,744594
515,30839787,990580
516,39483191,162853
517,89496711,440204
518,14725464,594479
519,77522881,249406
520,59616680,378389
521,88884411,257609
522,58507133,406835
523,95558233,183261
524,63865666,746241
525,39079857,617545
526,31261609,372275
527,34892057,612788
528,55253319,772952
529,41736258,963470
530,81945864,675077
531,67812708,161323
532,33224374,291675
533,74980853,440172
534,85583645,232203
535,33015630,525488
536,54280580,855797
537,40737095,100637
538,33137140,476718
539,37360842,687391
540,10149987,676256
541,70986276,629427
542,79578026,806241
543,37490892,647073
544,55110848,112105
545,49645304,105193
546,91080502,624292
547,59898948,102435
548,80937182,112585
549,65041009,495441
550,91489953,480033
551,58744723,816257
552,23888462,364799
553,85340398,581770
554,14625899,742556
555,49035300,166905
556,62336816,440779
557,92048673,806098
558,24184805,803298
559,46939802,176511
560,38022089,456333
561,26365457,248352
562,85263149,240109
563,61418440,904083
564,26159096,514850
565,17647674,624848
566,26873557,452648
567,11438974,125199
568,37522774,406976
569,19614164,264640
570,92078527,667869
571,63638299,761734
572,55139506,397113
573,49210496,642122
574,13549477,306202
575,75493550,526820
576,64522309,447253
577,41284314,960153
578,75085291,368741
579,13136300,469912
580,70949112,376826
581,40251774,812686
582,65443574,418777
583,25766582,577309
584,51867535,257988
585,41535985,748256
586,83727453,344705
587,38967058,675647
588,68500522,945960
589,60163927,790442
590,91298907,928129
591,85609929,862752
592,42795809,988636
593,45043993,996306
594,10454457,376249
595,20829038,487004
596,10166505,482774
597,11767904,794275
598,76744538,783221
599,49195293,822477
600,26471462,626061
601,42248456,749923
602,67452510,326795
603,48443360,738865
604,11580985,217303
605,96873359,629408
606,75502559,260730
607,33715883,829982
608,80800004,805370
609,29131983,376052
610,35301351,166065
611,76571743,909744
612,91777947,123837
613,18844601,650641
614,27176916,529507
615,50666089,917995
616,48527229,506850
617,75156385,411900
618,68517346,719968
619,48265332,839180
620,22633233,386889
621,98629697,453190
622,18988724,274811
623,52759204,280740
624,38498517,169405
625,25858893,748669
626,10380724,661190
627,57391079,527679
628,70742229,146339
629,83095624,109741
630,25538801,728222
631,76804181,182167
632,93331059,803841
633,68773622,507884
634,98052418,672317
635,42122390,581050
636,63067668,948622
637,39906431,290115
638,43853850,861879
639,93999426,240313
640,23013545,709472
641,26174076,601046
642,20612523,666109
643,95141456,885920
644,78869755,851432
645,94880865,121349
646,70768272,115265
647,18825466,939064
648,12876182,913829
649,58652393,669063
650,58828988,330609
651,53478036,944946
652,61687355,837880
653,29020700,938973
654,80560224,415532
655,37363436,614136
656,44664435,328529
657,32150363,706322
658,71331938,403625
659,36272636,822300
660,97327746,338483
661,16448801,476092
662,76930426,546882
663,58458134,245839
664,92843838,500515
665,35903051,649624
666,64074423,664608
667,54874575,707636
668,85371835,334972
669,83423838,685563
670,75574706,213751
671,88498226,497355
672,21829028,836492
673,57637187,885973
674,38902277,895164
675,70663699,599213
676,65727073,895917
677,83790082,984237
678,83962223,344285
679,85531902,476895
680,36621670,763847
681,84482442,597947
682,21199685,983697
683,79235974,410757
684,76924670,747037
685,61836854,173648
686,59789991,598552
687,42374276,922346
688,60739247,137193
689,16259459,670521
690,75536011,577690
691,38249442,112991
692,67534232,188159
693,43144824,170002
694,92595976,631229
695,98752927,898791
696,56312174,346832
697,85970173,402982
698,42176538,212768
699,53557602,276820
700,65409081,771635
701,50890071,223715
702,23064481,971307
703,46404790,258053
704,27777891,870439
705,74033398,172567
706,41420285,956784
707,76659284,572542
708,23261182,315606
709,30352114,906308
710,40664357,806819
711,31937814,426433
712,26490201,361477
713,10487376,460394
714,26446661,810335
715,74830314,477334
716,47896632,733782
717,77664403,872497
718,43444506,206951
719,92257334,273138
720,68776491,392234
721,84434044,838123
722,12521360,656702
723,41792422,145015
724,85360746,652836
725,16364646,429624
726,71316981,748867
727,93016045,705233
728,78526688,304365
729,56915011,109983
730,83445314,450026
731,32331822,711608
732,19649045,513898
733,23262119,894412
734,91331792,492241
735,56456638,487820
736,98579398,450593
737,36484409,343379
738,16605389,953104
739,50200427,235581
740,45334792,417702
741,46233564,941902
742,81655064,992659
743,65347646,809144
744,58662168,808755
745,53755721,795799
746,56494950,636447
747,27736222,164782
748,44701039,977107
749,52121722,935296
750,59600516,340976
751,80720514,275938
752,18405457,203768
753,60870861,608865
754,49135558,240988
755,65547198,956995
756,89123849,485852
757,24261851,603865
758,70434146,390290
759,10776381,488566
760,46015893,397903
761,41914594,700254
762,79977120,331187
763,76616329,348832
764,49213375,871327
765,84102063,896004
766,51530419,710957
767,63479784,126609
768,64671844,146774
769,73157689,485348
770,38748842,678344
771,44916862,661698
772,60417893,597246
773,72227418,632241
774,66228986,873489
775,14230102,736856
776,91420948,756847
777,79513598,288719
778,67253869,553475
779,30692007,971310
780,52839848,201743
781,97439939,117647
782,10802971,818138
783,27833185,228144
784,84956591,611713
785,26311477,215975
786,15469010,722247
787,60146567,608950
788,56704339,555055
789,83425060,165315
790,72252304,338341
791,58783564,354518
792,98814805,276537
793,74595933,461155
794,67784204,708860
795,11345575,715566
796,22184213,452443
797,91942441,254088
798,40746319,449940
799,21277485,849376
800,21926336,544024
801,72513543,176391
802,62692763,875705
803,93559840,674419
804,89845845,248015
805,73862539,971623
806,32688706,671327
807,60663972,645978
808,10902370,764438
809,22550244,891967
810,76020716,439433
811,24545436,795140
812,12789574,604817
813,27671321,978383
814,83907132,800470
815,75329549,847693
816,24792989,103094
817,41364770,408124
818,80820723,472373
819,24773854,869644
820,63946237,268247
821,15082588,294406
822,82384758,642905
823,70804842,863102
824,67184502,172538
825,82953821,708661
826,57892873,396762
827,81796056,320067
828,24491597,840922
829,88340197,123332
830,50967329,770796
831,88018827,232990
832,32661553,214691
833,85430327,898231
834,57334278,112137
835,26411148,660079
836,64419779,372250
837,62953089,156339
838,84233743,450184
839,51761326,152082
840,85604352,226592
841,65293056,935634
842,63211606,286933
843,33006966,225396
844,21540905,570278
845,95550904,908718
846,57034275,414372
847,20800602,855242
848,65705025,172798
849,70058837,870758
850,62935464,439276
851,30529984,572985
852,88268192,923820
853,70288515,503800
854,14280637,925993
855,45069862,910486
856,82182538,220760
857,36511419,939915
858,25358060,172013
859,38980323,865892
860,54102950,939808
861,11778034,903836
862,30162388,508200
863,26821635,434512
864,41930978,120421
865,10654183,543339
866,87521952,393307
867,69681701,199030
868,96847403,834948
869,10840604,670719
870,24358574,557796
871,12741186,163133
872,99774394,409077
873,90442018,141941
874,16914338,763127
875,96887790,205373
876,43843683,621777
877,80910710,713627
878,66789881,476730
879,42771160,181327
880,12847617,795209
881,66034272,463900
882,11093432,922203
883,73085260,464892
884,60577276,593316
885,21373064,622646
886,90282939,463613
887,46695747,559902
888,50009638,608150
889,49377815,696645
890,22848323,592864
891,88135811,200501
892,58042839,800243
893,15552925,487669
894,56619192,197801
895,22852837,983338
896,59076533,313461
897,49075938,654641
898,89126335,106292
899,30671202,208422
900,39000893,348968
901,20815959,589271
902,19478379,299059
903,58528349,349590
904,37819785,150527
905,24048360,241657
906,68916935,808865
907,34151853,674482
908,87962379,550557
909,97851763,984517
910,21209879,267513
911,48797087,732262
912,46537763,721958
913,99284539,986962
914,17329655,917120
915,70941527,389479
916,76660097,947056
917,77618176,698406
918,72923038,885183
919,70223217,125158
920,47640321,890834
921,22708386,538722
922,37859042,798267
923,43430293,832420
924,77284124,899029
925,37688112,204897
926,77434261,283592
927,89523104,925880
928,92856860,829275
929,89009794,657462
930,50856991,432669
931,35583504,421524
932,90480245,559467
933,36320420,638655
934,40765301,958173
935,27211328,540252
936,75418230,311665
937,11966067,490606
938,47329802,940944
939,23910010,581838
940,83723772,287885
941,96238048,851037
942,11390591,846891
943,73440885,319239
944,68096677,659857
945,76681009,317878
946,15853904,538597
947,77517925,179953
948,36126657,397549
949,97208896,110003
950,46509766,788341
951,54250453,708988
952,27784501,305072
953,33723683,673386
954,66641460,295007
955,58567770,448132
956,85344598,141738
957,81725413,865810
958,19886870,242486
959,83492348,300873
960,66233362,752360
961,48656773,100231
962,29716151,320379
963,84101944,723238
964,57281121,873243
965,40109586,698124
966,19144539,298198
967,84931618,692048
968,15974800,494726
969,84476130,647975
970,90132475,888221
971,50047735,265386
972,73586452,892184
973,94304305,171723
974,88899939,424398
975,37573521,157107
976,78294104,597782
977,24918752,768997
978,57978676,649304
979,68262546,274595
980,61885597,615544
981,43608440,460800
982,85950391,435727
983,55631068,253824
984,21570839,692069
985,46693391,759272
986,93898740,584912
987,90252068,436884
988,76229137,216836
989,19355966,773374
990,51544359,878828
991,96686566,490810
992,18845447,631392
993,55866419,290848
994,98455648,925401
995,46704109,470757
996,54797042,812546
997,20851147,451227
998,87014396,811019
999,38631755,708809
1000,46184807,229270
1001,35800235,130150
1002,82637946,301475
1003,78380038,853913
1004,79269893,392856
1005,61305044,315506
1006,46893878,824079
1007,50267911,632013
1008,75030979,193350
1009,98860840,359517
1010,31313290,479705
1011,68685233,207711
1012,22229279,260805
1013,90213051,823407
1014,39827994,862868
1015,74427901,391052
1016,79767547,936674
1017,76422918,200636
1018,82536739,956176
1019,60050731,223726
1020,60964796,372112
1021,59326747,386777
1022,75335596,778961
1023,24023922,743494
1024,28817190,350466
1025,52847606,686643
1026,58734963,547507
1027,53656373,683470
1028,47411928,176692
1029,10309429,159580
1030,14589677,818550
1031,66521290,570454
1032,35107797,652804
1033,74079524,186906
1034,89888508,427628
1035,17940535,836243
1036,66555477,650772
1037,96573854,778736
1038,60597651,333544
1039,91316636,129047
1040,34876214,210660
1041,17628618,176320
1042,98722115,320908
1043,79875215,253241
1044,82730282,496290
1045,46188808,750762
1046,19199661,606504
1047,38138469,497912
1048,53338367,230011
1049,74412055,218690
1050,45157543,630437
1051,20497981,201090
1052,79676454,304775
1053,58052546,510372
1054,50012649,293585
1055,79026682,823290
1056,61215317,299740
1057,67641993,439902
1058,65399767,727953
1059,90204523,761032
1060,80651434,472742
1061,32555947,647357
1062,42424438,874987
1063,33677078,738425
1064,54673863,947281
1065,65866449,770492
1066,43273934,185913
1067,15537441,977143
1068,59154338,299001
1069,45792197,672945
1070,10795597,577427
1071,60683874,532099
1072,37880456,204032
1073,40693263,666361
1074,30894895,642495
1075,36815152,549853
1076,61772475,526970
1077,33494252,228321
1078,63090156,257715
1079,69835014,202597
1080,56479422,155140
1081,12056964,592302
1082,31025500,777867
1083,13300935,699752
1084,34057098,728928
1085,17035661,585310
1086,52995392,863968
1087,83587801,243201
1088,50729056,176991
1089,54489838,615391
1090,42900619,501454
1091,21365677,394655
1092,25453059,855264
1093,36284121,923659
1094,63844858,486628
1095,14767574,269829
1096,63423988,122956
1097,56436648,775894
1098,52463620,240030
1099,78072150,865389
1100,59082471,315137
1101,10611459,636023
1102,83695072,686082
1103,10343759,667191
1104,46424643,279803
1105,38062678,135396
1106,79954445,338440
1107,90111147,514128
1108,13902817,266462
1109,81115183,672856
1110,50966808,917231
1111,78102949,605245
1112,42969700,706597
1113,43616130,964779
1114,36602292,282112
1115,33631847,518564
1116,88677039,664865
1117,71382070,818402
1118,71068484,574456
1119,23241622,103761
1120,39047374,227710
1121,95705744,481701
1122,46662668,391005
1123,56349156,226736
1124,97445909,763857
1125,14382185,850882
1126,88983483,813602
1127,95578123,234719
1128,28840280,662608
1129,46613663,339954
1130,14642600,803399
1131,84795586,132306
1132,31316146,826177
1133,56865066,307694
1134,63090051,653442
1135,25015455,959452
1136,43265097,865250
1137,77422563,937530
1138,18955740,665187
1139,25811810,964311
1140,11959822,553403
1141,57290023,434799
1142,32621564,745041
1143,80442548,295634
1144,14212980,113364
1145,85119497,589311
1146,18585633,971816
1147,84092175,769466
1148,25020703,555931
1149,62144275,177108
1150,63393237,287862
1151,46626741,491618
1152,59307485,991512
1153,29616623,102726
1154,14901221,889119
1155,46772467,309665
1156,23806627,343604
1157,55250000,809714
1158,88844991,287026
1159,61990977,999636
1160,58760640,862160
1161,27989505,407724
1162,89983839,968008
1163,78845266,952196
1164,29538339,940529
1165,86246939,125299
1166,46172174,539793
1167,72293694,989492
1168,25595170,530813
1169,85066163,374979
1170,86680532,336608
1171,44901837,384604
1172,79116400,629098
1173,87453762,432065
1174,46934062,641997
1175,70956376,740664
1176,89930712,695993
1177,73763659,255456
1178,13809769,155008
1179,89883417,627077
1180,16241704,669050
1181,39296134,930135
1182,11200185,216723
1183,84126700,544961
1184,77436489,796881
1185,88489185,313118
1186,63468735,970969
1187,85869796,553786
1188,41433551,120475
1189,60541358,890043
1190,39007094,153229
1191,65801194,374816
1192,54958816,630655
1193,16349177,522017
1194,73191760,184321
1195,40962733,357282
1196,70894903,281817
1197,10887571,463957
1198,43758454,763327
1199,61596128,925742
1200,89122944,210201
1201,41345894,364139
1202,41651790,302205
1203,52196602,949311
1204,79590114,564295
1205,91352528,349508
1206,25114560,105294
1207,94018502,197505
1208,20259285,253868
1209,89953861,590779
1210,69897083,300281
1211,64333800,981757
1212,10490948,307228
1213,99838940,389989
1214,49391160,755242
1215,74541310,513393
1216,43744943,551227
1217,79456084,501484
1218,48249268,839905
1219,67318378,346367
1220,63165132,636656
1221,35130049,334952
1222,21528663,935020
1223,60024305,288019
1224,67773930,530218
1225,28484308,487444
1226,33242474,870274
1227,11667726,330083
1228,16598288,971737
1229,70680244,910027
1230,45670111,370721
1231,54763706,588572
1232,27138115,296430
1233,96841270,356377
1234,23510151,302450
1235,10984026,459858
1236,50983934,539625
1237,96567854,828387
1238,53272659,384631
1239,71211764,196547
1240,77489023,148530
1241,68786196,257216
1242,25695892,438539
1243,46039497,547226
1244,83082799,172402
1245,12831923,477712
1246,53343161,902508
1247,18955681,724988
1248,41613771,198563
1249,75009987,695671
1250,92612742,442296
1251,79954507,627013
1252,23286766,170339
1253,77276841,799484
1254,40292913,354150
1255,54042055,114539
1256,19197967,603164
1257,43018054,333071
1258,52073139,789452
1259,30535450,445757
1260,85785927,830683
1261,52054594,956177
1262,23058398,437981
1263,50898452,925636
1264,41661045,305251
1265,49427557,159052
1266,39542477,595552
1267,26186037,947726
1268,38597164,129911
1269,55004629,426488
1270,29122629,177097
1271,92951665,736858
1272,56817390,732477
1273,11095151,660541
1274,57800147,703787
1275,32934582,340360
1276,76452371,809894
1277,25208985,481392
1278,68593233,389482
1279,43215353,861856
1280,41706788,408024
1281,94192932,130574
1282,81792620,343122
1283,99732177,470747
1284,35087731,527269
1285,48195541,480548
1286,72349412,992620
1287,46879097,532450
1288,76397389,670185
1289,28662812,922429
1290,97318082,873528
1291,12193065,411554
1292,94850703,601851
1293,58885310,861133
1294,74113939,313456
1295,43747408,670100
1296,13450492,870238
1297,42853846,201451
1298,16263181,634353
1299,86652226,445666
1300,30151374,971094
1301,81738087,828702
1302,92168193,342455
1303,53358580,100384
1304,21961694,461492
1305,60410386,468770
1306,96904443,591640
1307,51382700,538684
1308,12046376,309987
1309,81683347,297116
1310,53686657,223432
1311,74625696,101925
1312,53781206,235315
1313,24771965,445721
1314,57288168,637032
1315,65668318,495959
1316,54429734,114117
1317,13743567,852924
1318,95083208,322695
1319,21905289,457860
1320,39542704,393609
1321,83109274,415749
1322,48896237,823941
1323,62725680,273709
1324,81287310,434562
1325,44997657,203954
1326,51257745,943696
1327,68654339,655742
1328,18178803,213345
1329,87643661,126557
1330,28854986,325062
1331,73819176,519702
1332,17907076,912791
1333,44154014,528743
1334,13800814,252327
1335,10840610,259360
1336,76625147,874179
1337,10037725,837445
1338,80717418,456768
1339,37024166,953175
1340,43531004,207888
1341,11448955,721426
1342,45600076,415393
1343,49533651,557363
1344,71988940,121998
1345,92708889,993513
1346,89650471,457681
1347,20839879,127234
1348,41295402,526313
1349,50157736,693005
1350,58369310,157654
1351,38161713,354684
1352,61107156,613685
1353,53677189,877232
1354,42589847,663351
1355,41264195,578387
1356,84305328,537678
1357,55466210,825825
1358,15848169,501615
1359,81178087,762322
1360,53757672,661595
1361,52266796,336951
1362,86091070,191608
1363,17282091,612489
1364,56282365,731720
1365,22450030,750660
1366,80165517,656793
1367,12146890,614657
1368,30837162,908800
1369,14622613,952613
1370,34222421,156092
1371,83204908,770932
1372,66845243,248651
1373,69556513,416058
1374,71565581,523941
1375,63641055,601370
1376,52255088,453905
1377,87849524,539364
1378,16768617,107376
1379,21830255,799695
1380,41240858,199184
1381,59133671,589365
1382,94872408,369676
1383,52935453,615186
1384,52839104,524998
1385,57075847,635440
1386,99470644,706886
1387,20864997,872547
1388,97001878,339723
1389,97593848,190565
1390,41022541,320196
1391,18663130,221802
1392,58109120,204851
1393,85965519,955501
1394,45457988,653655
1395,26172998,368572
1396,68551561,838419
1397,74717502,641551
1398,66939025,580243
1399,83142775,170769
1400,30248665,993951
1401,46540964,516911
1402,42140318,767940
1403,13405336,748719
1404,61070295,626782
1405,98480336,891429
1406,35493680,206479
1407,79594935,126548
1408,35407946,535100
1409,33550811,687814
1410,44100589,657964
1411,66741996,802300
1412,30483309,392557
1413,66497191,471589
1414,35329465,814711
1415,40703102,788962
1416,86037450,539802
1417,56487655,824944
1418,44884392,666328
1419,47308483,158709
1420,91993991,298913
1421,54622698,490535
1422,88206905,833046
1423,45642610,678626
1424,90711039,769716
1425,65728784,900568
1426,66111832,593755
1427,51345609,183891
1428,12792208,250958
1429,34436488,733395
1430,35965520,614408
1431,28998888,513193
1432,46528519,184934
1433,34991397,327917
1434,37945823,133809
1435,46366812,101913
1436,97534455,519604
1437,70519973,732113
1438,15228816,970282
1439,31198234,574533
1440,46450416,513520
1441,28472469,465230
1442,73498888,646006
1443,36384023,417541
1444,70355649,751958
1445,45834590,817178
1446,50809739,818513
1447,87658306,345394
1448,75489517,585235
1449,67555930,937936
1450,46368060,700978
1451,70435709,288503
1452,30248067,978475
1453,97911024,916232
1454,74561647,513490
1455,67071728,851417
1456,76479939,814076
1457,62078011,762345
1458,68821500,630029
1459,73625555,154286
1460,50458475,972202
1461,94087184,791026
1462,91891321,841569
1463,36150884,808222
1464,67057245,568016
1465,20575912,462801
1466,76591080,273471
1467,14904243,759268
1468,28000721,603857
1469,90552713,863488
1470,62315199,657553
1471,47749155,153312
1472,73907423,658406
1473,99972190,269327
1474,13733724,448632
1475,65811381,318502
1476,41823134,448333
1477,44987364,637948
1478,41976019,959474
1479,57398074,495052
1480,78514198,944023
1481,42772485,231563
1482,59387404,246447
1483,99194856,606695
1484,99551042,751611
1485,31318029,727763
1486,17221460,492523
1487,27091173,548567
1488,49079628,506625
1489,50015694,519802
1490,34352798,493808
1491,62586887,744468
1492,12720268,154668
1493,17647556,514921
1494,39079438,874459
1495,45004165,508091
1496,47444563,649907
1497,47341356,202769
